id,الدولة,الوحدة_الإدارية_العليا,المستوى_الثاني,المدينة_أو_القرية,الحي_أو_الحارة,الاسم_المحلي,الأسماء_البديلة,النوع,خط_العرض,خط_الطول,الارتفاع_م,السكان,سنة_السكان,المصدر,تاريخ_المصدر,درجة_الثقة,ملاحظات
BH-CITY-البسيتين,البحرين,المحرق,—,البسيتين,—,البسيتين,Al-Busaytīn,مدينة,26.2630,50.6100,5,,,لم أجد رقمًا موثوقًا كافيًا,—,🟠,ساحل المحرق الغربي
BH-CITY-سترة,البحرين,العاصمة,—,سترة,—,سترة,Sitrah,مدينة,26.1550,50.6200,5,34317,2001,تعداد CIO 2001 (مع مرقوبان والمعامير),2001,🟢,العاصمة بعد 2014 لا الوسطى
BH-CITY-مدينةحمد,البحرين,الشمالية,—,مدينة حمد,—,مدينة حمد,Madīnat Ḥamad,مدينة,26.1130,50.5070,20,52718,2001,تعداد CIO 2001؛ جداول 2020 ~133550 🟡,2001,🟢,مخططة 1984؛ ليست عيسى ولا الجنوبية
BH-CITY-جدحفص,البحرين,الشمالية,—,جدحفص,—,جدحفص,Jidd Ḥafṣ,مدينة,26.2190,50.5480,10,30099,2001,تعداد CIO 2001,2001,🟢,ليست محافظة العاصمة
BH-CITY-عالي,البحرين,الشمالية,—,عالي,—,عالي,ʿĀlī,مدينة,26.1560,50.5260,30,47529,2001,تعداد CIO 2001,2001,🟢,مدافن دلمون يونسكو 2019 في النطاق 🟡
BH-CITY-البديع,البحرين,الشمالية,—,البديع,—,البديع,Al-Budayyiʿ,مدينة,26.2090,50.4530,5,30702,2001,تعداد CIO 2001 مع الدراز,2001,🟢,ساحل غربي؛ ليست بدية الفجيرة
BH-CITY-الدراز,البحرين,الشمالية,—,الدراز,—,الدراز,Ad-Dirāz,مدينة,26.2180,50.4750,5,30702,2001,تعداد CIO 2001 مع البديع,2001,🟢,ساحل غربي
BH-CITY-الرفاع,البحرين,الجنوبية,—,الرفاع,—,الرفاع,Ar-Rifāʿ,مدينة,26.1300,50.5550,40,79550,2001,تعداد CIO 2001 مع عوالي,2001,🟢,مركز الجنوبية؛ ليست حمد
BH-CITY-مدينةعيسى,البحرين,الجنوبية,—,مدينة عيسى,—,مدينة عيسى,Madīnat ʿĪsā,مدينة,26.1740,50.5480,20,36833,2001,تعداد CIO 2001,2001,🟢,الجنوبية بعد 2014 لا الشمالية
BH-CITY-عوالي,البحرين,الجنوبية,—,عوالي,—,عوالي,ʿAwālī,مدينة,26.0850,50.5480,40,,,ضمن جدول الرفاع 2001,2001,🟡,نفط 1932؛ ليست دخان قطر
BH-G1,البحرين,العاصمة,—,—,—,العاصمة,—,محافظة,,,,329510,2010,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,2010,🟢,68 كم²؛ الكثافة 4846 ن/كم²؛ المنامة — أكثف وحدة
BH-G2,البحرين,الشمالية,—,—,—,الشمالية,—,محافظة,,,,276949,2010,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,2010,🟢,175 كم²؛ الكثافة 1583 ن/كم²؛ معظم القرى التاريخية
BH-G3,البحرين,المحرق,—,—,—,المحرق,—,محافظة,,,,189114,2010,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,2010,🟢,57 كم²؛ الكثافة 3318 ن/كم²؛ العاصمة القديمة — مسار اللؤلؤ يونسكو 2012
BH-G4,البحرين,الجنوبية,—,—,—,الجنوبية,—,محافظة,,,,101456,2010,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,2010,🟢,"480 كم²؛ الكثافة 211 ن/كم²؛ 59.7% من المساحة؛ ⚠️ المساحة متعارضة 480/434.8 والسكان 101,456/44,764؛ 66 مجمَّعًا"
BH-001,البحرين,العاصمة,—,—,الواجهة البحرية,الواجهة البحرية,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-002,البحرين,العاصمة,—,—,المنطقة الدبلوماسية,المنطقة الدبلوماسية,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-003,البحرين,العاصمة,—,—,الكورنيش,الكورنيش,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-004,البحرين,العاصمة,—,—,الحورة,الحورة,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-005,البحرين,العاصمة,—,—,القضيبية,القضيبية,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-006,البحرين,العاصمة,—,—,الفاتح,الفاتح,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-007,البحرين,العاصمة,—,—,الجفير,الجفير,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-008,البحرين,العاصمة,—,—,الغريفة,الغريفة,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-009,البحرين,العاصمة,—,—,وسط المنامة,وسط المنامة,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-010,البحرين,العاصمة,—,—,السلمانية,السلمانية,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-011,البحرين,العاصمة,—,—,العدلية,العدلية,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-012,البحرين,العاصمة,—,—,الماحوز,الماحوز,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-013,البحرين,العاصمة,—,—,أم الحصم,أم الحصم,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-014,البحرين,العاصمة,—,—,ميناء سلمان الصناعية,ميناء سلمان الصناعية,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-015,البحرين,العاصمة,—,—,السقية,السقية,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-016,البحرين,العاصمة,—,—,بو عشيرة,بو عشيرة,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-017,البحرين,العاصمة,—,—,النعيم,النعيم,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-018,البحرين,العاصمة,—,—,السويفية,السويفية,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-019,البحرين,العاصمة,—,—,القفول,القفول,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-020,البحرين,العاصمة,—,—,بو غزال,بو غزال,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-021,البحرين,العاصمة,—,—,مدينة عيسى,مدينة عيسى,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-022,البحرين,العاصمة,—,—,المصلّى,المصلّى,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-023,البحرين,العاصمة,—,—,البرهامة,البرهامة,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-024,البحرين,العاصمة,—,—,الصالحية,الصالحية,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-025,البحرين,العاصمة,—,—,الزنج,الزنج,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-026,البحرين,العاصمة,—,—,بلاد القديم,بلاد القديم,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-027,البحرين,العاصمة,—,—,السيف,السيف,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-028,البحرين,العاصمة,—,—,سنابس,سنابس,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-029,البحرين,العاصمة,—,—,كرباباد,كرباباد,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-030,البحرين,العاصمة,—,—,النبيه صالح,النبيه صالح,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,جزيرة
BH-031,البحرين,المحرق,—,—,المحرق,المحرق,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,مسار اللؤلؤ — يونسكو 2012
BH-032,البحرين,المحرق,—,—,الحد,الحد,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-033,البحرين,المحرق,—,—,البسيتين,البسيتين,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-034,البحرين,المحرق,—,—,عراد,عراد,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,قلعة عراد
BH-035,البحرين,المحرق,—,—,سماهيج,سماهيج,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-036,البحرين,المحرق,—,—,الدير,الدير,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-037,البحرين,المحرق,—,—,قلالي,قلالي,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-038,البحرين,المحرق,—,—,حالة بوماهر,حالة بوماهر,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-039,البحرين,المحرق,—,—,حالة النعيم,حالة النعيم,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-040,البحرين,المحرق,—,—,حالة السلطة,حالة السلطة,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-041,البحرين,المحرق,—,—,جزر أمواج,جزر أمواج,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-042,البحرين,المحرق,—,—,ديار المحرق,ديار المحرق,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-043,البحرين,المحرق,—,—,أم النعسان,أم النعسان,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-044,البحرين,الشمالية,—,—,سار,سار,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,مستوطنة سار الدلمونية ~4000 سنة
BH-045,البحرين,الشمالية,—,—,المرخ,المرخ,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-046,البحرين,الشمالية,—,—,القرية,القرية,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-047,البحرين,الشمالية,—,—,مقابة,مقابة,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-048,البحرين,الشمالية,—,—,باربار,باربار,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,معبد باربار
BH-049,البحرين,الشمالية,—,—,الدراز,الدراز,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,معبد الدراز
BH-050,البحرين,الشمالية,—,—,مدينة حمد,مدينة حمد,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-051,البحرين,الشمالية,—,—,المالكية,المالكية,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-052,البحرين,الشمالية,—,—,دمستان,دمستان,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-053,البحرين,الشمالية,—,—,كرزكان,كرزكان,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-054,البحرين,الشمالية,—,—,بني جمرة,بني جمرة,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,نسيج بني جمرة
BH-055,البحرين,الشمالية,—,—,جد حفص,جد حفص,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-056,البحرين,الشمالية,—,—,أبو صيبع,أبو صيبع,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-057,البحرين,الشمالية,—,—,شهركان,شهركان,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-058,البحرين,الشمالية,—,—,دار كليب,دار كليب,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-059,البحرين,الشمالية,—,—,البديع,البديع,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-060,البحرين,الشمالية,—,—,بوري,بوري,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-061,البحرين,الشمالية,—,—,السنابس,السنابس,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-062,البحرين,الجنوبية,—,—,الرفاع الشرقي,الرفاع الشرقي,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-063,البحرين,الجنوبية,—,—,الرفاع الغربي,الرفاع الغربي,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-064,البحرين,الجنوبية,—,—,سافرة,سافرة,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-065,البحرين,الجنوبية,—,—,عوالي,عوالي,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,مدينة شركة بابكو النفطية
BH-066,البحرين,الجنوبية,—,—,عسكر,عسكر,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-067,البحرين,الجنوبية,—,—,جو,جو,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-068,البحرين,الجنوبية,—,—,الدور,الدور,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-069,البحرين,الجنوبية,—,—,الزلاق,الزلاق,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-070,البحرين,الجنوبية,—,—,الزرقاء,الزرقاء,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
BH-071,البحرين,الجنوبية,—,—,جزر حوار,جزر حوار,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,أرخبيل نائٍ
BH-072,البحرين,الجنوبية,—,—,اللازق,اللازق,—,منطقة,,,,,,القانون رقم 17 لسنة 2002 / هيئة المعلومات والحكومة الإلكترونية,—,🟢,
